hero_1,hero_2,games,winrate
86,98,695,0.48201438848920863
29,38,830,0.4939759036144578
29,45,575,0.5826086956521739
29,84,2270,0.5374449339207048
38,45,390,0.5128205128205128
45,84,520,0.4423076923076923
45,86,585,0.5128205128205128
84,86,2755,0.515426497277677
5,9,660,0.5075757575757576
5,16,885,0.5819209039548022
5,68,450,0.5333333333333333
9,16,490,0.42857142857142855
9,68,320,0.484375
9,70,395,0.379746835443038
16,68,515,0.49514563106796117
16,70,575,0.4956521739130435
68,70,430,0.4186046511627907
14,26,6055,0.4888521882741536
14,46,2225,0.42696629213483145
46,93,430,0.4883720930232558
11,38,1135,0.3964757709251101
11,41,860,0.47674418604651164
11,75,1410,0.4716312056737589
30,38,1445,0.49480968858131485
30,75,1305,0.5019157088122606
38,41,625,0.424
38,75,965,0.49222797927461137
6,16,950,0.531578947368421
6,17,665,0.5263157894736842
6,87,845,0.47337278106508873
6,101,1450,0.4793103448275862
16,17,435,0.4827586206896552
16,87,570,0.5087719298245614
16,101,795,0.46540880503144655
17,87,620,0.47580645161290325
17,101,850,0.49411764705882355
87,101,620,0.4435483870967742
37,54,1810,0.4419889502762431
37,81,370,0.5
37,86,1580,0.47468354430379744
37,88,570,0.5701754385964912
54,81,480,0.5208333333333334
54,86,4085,0.5532435740514076
54,88,1285,0.5252918287937743
81,86,755,0.46357615894039733
81,88,245,0.4897959183673469
86,88,990,0.5858585858585859
38,48,690,0.4855072463768116
38,64,1025,0.43902439024390244
38,87,715,0.4125874125874126
38,114,625,0.432
48,64,895,0.4860335195530726
48,87,540,0.42592592592592593
48,114,325,0.5230769230769231
64,87,445,0.48314606741573035
64,114,1085,0.4792626728110599
87,114,800,0.5125
30,37,860,0.5348837209302325
30,73,1805,0.518005540166205
30,74,2985,0.4355108877721943
30,99,1570,0.5063694267515924
37,73,975,0.5128205128205128
37,74,1770,0.4689265536723164
37,99,900,0.45555555555555555
73,99,880,0.6022727272727273
74,99,1700,0.4823529411764706
11,21,1225,0.45714285714285713
11,33,415,0.42168674698795183
11,68,780,0.46153846153846156
11,90,550,0.5181818181818182
21,33,270,0.48148148148148145
21,68,535,0.45794392523364486
21,90,340,0.4852941176470588
33,68,115,0.4782608695652174
33,90,95,0.5789473684210527
68,90,190,0.5789473684210527
12,19,430,0.43023255813953487
12,131,270,0.5185185185185185
19,30,1170,0.4658119658119658
19,39,1175,0.43829787234042555
19,131,275,0.36363636363636365
30,131,320,0.390625
39,131,480,0.5
39,71,3685,0.49796472184531887
39,104,2425,0.5010309278350515
39,138,895,0.4972067039106145
71,104,3575,0.5342657342657343
71,138,1565,0.5271565495207667
104,138,1110,0.4864864864864865
19,40,1510,0.4304635761589404
19,69,965,0.45077720207253885
19,85,500,0.48
19,129,540,0.3611111111111111
40,129,1810,0.43922651933701656
69,129,345,0.391304347826087
85,129,620,0.4435483870967742
30,32,915,0.5792349726775956
30,54,3260,0.553680981595092
30,71,2940,0.5306122448979592
32,54,500,0.58
32,71,1160,0.5129310344827587
32,126,255,0.47058823529411764
54,71,5040,0.5248015873015873
54,126,1225,0.5387755102040817
71,126,1840,0.4673913043478261
7,11,1640,0.4695121951219512
7,50,480,0.5833333333333334
7,86,2200,0.4772727272727273
7,93,2200,0.55
11,50,770,0.44805194805194803
11,93,1670,0.48502994011976047
50,86,665,0.556390977443609
50,93,810,0.5617283950617284
27,47,1605,0.5015576323987538
27,70,1780,0.5056179775280899
27,102,495,0.46464646464646464
27,113,770,0.525974025974026
47,70,650,0.4153846153846154
47,102,240,0.5208333333333334
47,113,205,0.5609756097560976
70,102,180,0.5
70,113,305,0.5409836065573771
102,113,155,0.4838709677419355
9,54,1235,0.5303643724696356
9,87,420,0.5238095238095238
9,106,520,0.5480769230769231
9,129,640,0.421875
54,87,1400,0.5214285714285715
54,106,1425,0.5403508771929825
54,129,1390,0.45323741007194246
87,106,620,0.5806451612903226
87,129,695,0.48201438848920863
106,129,620,0.45161290322580644
50,52,230,0.5217391304347826
50,114,395,0.45569620253164556
50,120,395,0.5063291139240507
50,128,145,0.3448275862068966
52,120,130,0.6153846153846154
52,128,220,0.4772727272727273
114,120,575,0.5217391304347826
114,128,495,0.45454545454545453
120,128,365,0.410958904109589
17,79,220,0.5
17,98,215,0.5116279069767442
27,79,220,0.5681818181818182
27,93,3260,0.5521472392638037
27,98,510,0.5588235294117647
79,93,480,0.53125
79,98,55,0.45454545454545453
93,98,485,0.4948453608247423
6,25,1730,0.4595375722543353
6,63,710,0.4225352112676056
6,71,3330,0.5195195195195195
6,86,2330,0.4656652360515021
25,63,1580,0.48417721518987344
25,71,3245,0.5238828967642527
25,86,2385,0.480083857442348
63,71,2960,0.4831081081081081
63,86,2205,0.5011337868480725
71,86,4230,0.5342789598108747
14,17,2155,0.4988399071925754
14,29,3575,0.5062937062937063
17,29,1220,0.5040983606557377
17,54,1730,0.4797687861271676
40,54,3915,0.5210727969348659
38,69,765,0.49673202614379086
38,70,565,0.415929203539823
69,70,735,0.5374149659863946
69,86,3110,0.4903536977491961
3,6,365,0.5068493150684932
3,107,100,0.5
3,126,215,0.5813953488372093
3,131,45,0.4444444444444444
6,107,450,0.5555555555555556
6,126,790,0.4620253164556962
6,131,425,0.3411764705882353
107,126,240,0.5
107,131,150,0.3
126,131,305,0.4918032786885246
7,72,525,0.5142857142857142
15,42,945,0.4126984126984127
15,72,305,0.5081967213114754
26,42,4835,0.5232678386763185
42,72,485,0.4329896907216495
5,54,2060,0.5703883495145631
5,75,895,0.5307262569832403
5,88,555,0.6126126126126126
54,75,2350,0.5085106382978724
75,88,715,0.5874125874125874
88,104,1135,0.5418502202643172
2,59,895,0.4581005586592179
2,62,875,0.5542857142857143
2,73,1625,0.5753846153846154
30,62,640,0.515625
59,62,295,0.5084745762711864
59,73,695,0.539568345323741
62,73,630,0.5952380952380952
40,72,625,0.448
40,100,855,0.49707602339181284
40,110,915,0.4972677595628415
72,100,255,0.45098039215686275
72,110,200,0.525
72,114,240,0.3541666666666667
100,110,385,0.44155844155844154
100,114,530,0.5660377358490566
110,114,715,0.5524475524475524
14,49,1550,0.4612903225806452
14,84,3890,0.4910025706940874
15,49,325,0.47692307692307695
15,76,375,0.4266666666666667
49,76,270,0.37037037037037035
76,84,890,0.5056179775280899
27,39,2360,0.5063559322033898
27,62,620,0.5241935483870968
27,96,1035,0.5797101449275363
32,62,235,0.46808510638297873
32,96,230,0.5217391304347826
39,62,710,0.5774647887323944
39,96,695,0.5323741007194245
62,96,300,0.5833333333333334
32,61,130,0.6153846153846154
32,65,155,0.4838709677419355
32,113,170,0.5294117647058824
61,65,140,0.39285714285714285
61,113,85,0.47058823529411764
65,71,725,0.5310344827586206
65,113,125,0.56
71,113,910,0.521978021978022
27,38,1855,0.5040431266846361
27,101,1380,0.4927536231884058
27,129,1315,0.4752851711026616
38,101,980,0.4744897959183674
101,114,1120,0.44642857142857145
101,129,1000,0.41
114,129,890,0.38202247191011235
25,67,1490,0.5637583892617449
25,155,385,0.5064935064935064
38,123,870,0.4367816091954023
38,155,200,0.45
67,123,940,0.5851063829787234
67,155,225,0.5111111111111111
123,155,200,0.575
29,74,3410,0.533724340175953
29,97,810,0.5740740740740741
74,119,700,0.4928571428571429
93,97,1675,0.5313432835820896
93,119,840,0.5595238095238095
97,119,360,0.4861111111111111
49,70,315,0.42857142857142855
49,129,310,0.3387096774193548
70,129,600,0.4083333333333333
71,129,1635,0.44954128440366975
9,26,1425,0.47368421052631576
9,67,805,0.4968944099378882
9,104,1295,0.5096525096525096
26,106,2190,0.547945205479452
67,104,1885,0.5755968169761273
67,106,765,0.5816993464052288
38,62,570,0.5877192982456141
38,88,565,0.5929203539823009
38,94,295,0.4406779661016949
62,75,440,0.48863636363636365
62,88,235,0.5106382978723404
62,94,310,0.5161290322580645
75,94,630,0.5
88,94,440,0.6136363636363636
32,63,395,0.5443037974683544
32,101,595,0.5462184873949579
36,101,1670,0.5419161676646707
63,84,2145,0.4731934731934732
63,101,1220,0.46311475409836067
84,101,1615,0.47678018575851394
27,59,1145,0.537117903930131
29,59,875,0.56
59,71,1595,0.5015673981191222
59,93,1015,0.5172413793103449
5,10,595,0.5126050420168067
5,76,640,0.4609375
5,129,990,0.4595959595959596
10,76,220,0.29545454545454547
10,129,565,0.39823008849557523
74,129,1795,0.3593314763231198
76,129,340,0.3382352941176471
17,19,635,0.41732283464566927
17,63,1035,0.43478260869565216
17,86,1410,0.524822695035461
17,97,620,0.4596774193548387
19,63,855,0.4502923976608187
19,86,1560,0.4807692307692308
19,97,695,0.49640287769784175
63,97,1105,0.4751131221719457
13,22,615,0.5772357723577236
13,53,320,0.390625
13,54,1060,0.4528301886792453
13,71,1275,0.4666666666666667
22,53,1030,0.441747572815534
53,54,1105,0.4751131221719457
53,71,1840,0.41847826086956524
2,42,1300,0.5538461538461539
2,64,1815,0.4765840220385675
2,101,2150,0.5395348837209303
2,106,1070,0.5327102803738317
42,64,2010,0.48756218905472637
42,101,2265,0.5187637969094923
42,106,1225,0.5428571428571428
64,101,980,0.42346938775510207
64,106,920,0.5163043478260869
101,106,765,0.6339869281045751
7,8,1440,0.5277777777777778
7,21,1240,0.4435483870967742
7,69,1330,0.5413533834586466
8,21,1205,0.44813278008298757
8,35,2580,0.49612403100775193
8,69,1685,0.4540059347181009
21,69,1410,0.43617021276595747
35,69,2595,0.5086705202312138
5,31,680,0.5
5,42,1975,0.5544303797468354
31,38,1205,0.46473029045643155
31,40,1600,0.5125
38,42,925,0.5027027027027027
7,97,1065,0.4647887323943662
32,35,1005,0.5870646766169154
32,87,405,0.5185185185185185
32,97,415,0.6144578313253012
35,87,1440,0.4895833333333333
35,97,1715,0.5131195335276968
87,97,620,0.5564516129032258
32,64,580,0.4396551724137931
32,120,250,0.54
32,131,155,0.5483870967741935
64,71,2120,0.47641509433962265
64,120,765,0.4444444444444444
64,131,245,0.40816326530612246
71,120,1495,0.5518394648829431
71,131,730,0.4726027397260274
120,131,320,0.390625
14,28,2220,0.5405405405405406
14,44,2755,0.4482758620689655
14,121,1095,0.5570776255707762
28,40,1955,0.5166240409207161
28,44,835,0.5269461077844312
28,121,325,0.5384615384615384
40,121,530,0.5471698113207547
44,121,435,0.47126436781609193
17,50,360,0.4583333333333333
17,70,505,0.39603960396039606
17,108,520,0.5096153846153846
40,50,560,0.44642857142857145
40,70,1470,0.4931972789115646
50,70,375,0.5866666666666667
50,108,265,0.49056603773584906
70,108,310,0.532258064516129
5,71,2155,0.5475638051044084
5,101,1020,0.5784313725490197
35,71,5325,0.5023474178403756
35,101,2065,0.5036319612590799
12,36,1075,0.5534883720930233
12,155,145,0.5862068965517241
14,74,5095,0.48086359175662413
14,155,600,0.5166666666666667
36,155,325,0.676923076923077
74,155,405,0.49382716049382713
43,50,170,0.6176470588235294
43,70,260,0.46153846153846156
43,86,670,0.5597014925373134
43,90,160,0.375
50,90,260,0.5192307692307693
86,90,805,0.5962732919254659
14,33,615,0.4715447154471545
14,109,765,0.5163398692810458
14,128,1175,0.46808510638297873
33,35,455,0.5494505494505495
33,109,105,0.5238095238095238
33,128,85,0.35294117647058826
35,128,935,0.48663101604278075
109,128,125,0.36
39,54,3010,0.5382059800664452
39,64,1575,0.473015873015873
39,123,1235,0.5182186234817814
42,54,1675,0.5164179104477612
54,64,2065,0.46731234866828086
54,123,1845,0.5203252032520326
64,123,625,0.4
7,47,905,0.5138121546961326
7,59,680,0.5367647058823529
7,63,1490,0.47315436241610737
7,75,1260,0.5833333333333334
47,63,870,0.5057471264367817
47,75,880,0.4772727272727273
59,63,770,0.461038961038961
59,75,710,0.47183098591549294
11,31,1795,0.49303621169916434
11,36,1415,0.46996466431095407
11,65,390,0.48717948717948717
31,65,460,0.5217391304347826
36,65,385,0.5974025974025974
26,59,1715,0.46647230320699706
35,59,885,0.5141242937853108
59,104,920,0.5054347826086957
8,17,1060,0.49528301886792453
8,84,2420,0.48760330578512395
8,88,870,0.5919540229885057
8,98,350,0.38571428571428573
17,84,1355,0.4575645756457565
84,88,850,0.5411764705882353
84,98,420,0.44047619047619047
88,98,180,0.3888888888888889
14,106,2160,0.4861111111111111
14,114,2640,0.48674242424242425
15,106,580,0.5344827586206896
15,114,660,0.49242424242424243
106,114,650,0.46923076923076923
27,30,1585,0.5205047318611987
27,63,1715,0.5626822157434402
27,85,1105,0.5384615384615384
30,63,1995,0.46365914786967416
30,85,1160,0.5646551724137931
39,63,1805,0.4487534626038781
63,85,1135,0.5418502202643172
5,64,685,0.4744525547445255
5,81,520,0.5096153846153846
5,93,2150,0.5767441860465117
5,94,605,0.5041322314049587
64,93,2115,0.4846335697399527
64,94,515,0.4563106796116505
81,93,545,0.5321100917431193
81,94,135,0.48148148148148145
93,94,365,0.6712328767123288
7,68,710,0.5563380281690141
7,138,795,0.5283018867924528
68,72,180,0.4166666666666667
68,86,1000,0.51
68,138,425,0.5176470588235295
72,86,750,0.4
72,138,135,0.6296296296296297
35,62,1050,0.5571428571428572
35,63,2155,0.5011600928074246
35,80,330,0.45454545454545453
62,63,540,0.5185185185185185
62,80,90,0.6111111111111112
62,87,255,0.45098039215686275
63,80,260,0.5384615384615384
63,87,930,0.510752688172043
80,87,200,0.5
1,30,2365,0.5095137420718816
1,106,870,0.5229885057471264
11,97,1500,0.45666666666666667
11,106,645,0.5038759689922481
30,97,1325,0.5018867924528302
30,106,1210,0.5247933884297521
97,106,655,0.5572519083969466
2,71,2960,0.535472972972973
17,30,1500,0.5033333333333333
41,71,2085,0.5083932853717026
8,22,2140,0.5280373831775701
8,101,1545,0.517799352750809
8,108,830,0.5602409638554217
8,126,815,0.49079754601226994
22,101,1260,0.5
22,108,850,0.5
101,126,730,0.5
108,126,390,0.6025641025641025
40,41,2035,0.5061425061425061
40,76,1300,0.4653846153846154
40,97,1445,0.45674740484429066
41,97,910,0.47802197802197804
41,101,1330,0.518796992481203
76,97,530,0.41509433962264153
76,101,575,0.5217391304347826
6,67,230,0.5217391304347826
6,104,2025,0.5185185185185185
15,67,760,0.5394736842105263
15,104,700,0.5071428571428571
67,84,1755,0.5071225071225072
6,31,1520,0.5460526315789473
6,93,570,0.631578947368421
31,87,455,0.5164835164835165
87,93,1435,0.5261324041811847
87,104,1250,0.556
29,82,570,0.6403508771929824
27,46,1350,0.5037037037037037
27,60,1565,0.5271565495207667
46,60,590,0.559322033898305
46,67,250,0.48
46,88,405,0.48148148148148145
60,67,795,0.6352201257861635
60,88,600,0.575
67,88,835,0.5149700598802395
25,64,1430,0.43356643356643354
25,80,245,0.4897959183673469
25,111,455,0.43956043956043955
63,64,1260,0.44047619047619047
63,111,320,0.515625
64,80,205,0.5853658536585366
64,111,210,0.5238095238095238
80,111,175,0.7428571428571429
35,43,595,0.5630252100840336
35,48,1150,0.4826086956521739
35,68,1295,0.5057915057915058
43,48,305,0.47540983606557374
43,60,110,0.5454545454545454
43,68,230,0.43478260869565216
48,60,690,0.5362318840579711
48,68,560,0.5892857142857143
60,68,505,0.5346534653465347
28,47,530,0.5188679245283019
28,54,1515,0.5544554455445545
31,47,1060,0.4811320754716981
31,54,2555,0.5636007827788649
31,62,510,0.5490196078431373
47,54,1425,0.5543859649122806
47,62,425,0.5411764705882353
54,62,1015,0.5270935960591133
25,31,1630,0.5337423312883436
25,70,995,0.48743718592964824
31,70,1065,0.5164319248826291
31,84,1480,0.543918918918919
31,86,2000,0.495
70,84,1120,0.5
2,7,1310,0.5610687022900763
2,39,2120,0.4858490566037736
26,39,3505,0.463623395149786
36,114,1155,0.5584415584415584
40,64,1225,0.4530612244897959
26,34,1035,0.5120772946859904
26,57,650,0.6307692307692307
26,91,580,0.49137931034482757
34,57,105,0.42857142857142855
34,91,150,0.5333333333333333
34,93,680,0.4411764705882353
57,91,100,0.4
57,93,525,0.5047619047619047
91,93,710,0.5563380281690141
54,84,2890,0.5553633217993079
54,90,950,0.4631578947368421
84,90,670,0.5447761194029851
84,99,1280,0.515625
86,99,1790,0.4972067039106145
90,99,540,0.5925925925925926
14,82,995,0.5778894472361809
71,82,1000,0.665
18,45,225,0.4666666666666667
18,71,870,0.4942528735632184
18,120,310,0.45161290322580644
18,131,135,0.48148148148148145
45,71,725,0.4827586206896552
45,120,260,0.5384615384615384
45,131,100,0.4
1,37,1325,0.5094339622641509
11,37,1495,0.46488294314381273
37,50,180,0.4166666666666667
37,69,1445,0.5259515570934256
50,69,660,0.5075757575757576
6,29,1685,0.5489614243323442
86,126,1545,0.5598705501618123
8,23,560,0.48214285714285715
8,37,1165,0.44635193133047213
8,54,380,0.42105263157894735
23,26,1035,0.46859903381642515
23,37,375,0.48
23,54,725,0.5724137931034483
1,7,1615,0.47368421052631576
1,35,2245,0.48552338530066813
1,55,190,0.42105263157894735
1,108,700,0.4642857142857143
7,55,180,0.5277777777777778
7,108,550,0.4636363636363636
35,55,365,0.4246575342465753
35,108,1215,0.4691358024691358
55,108,35,0.5714285714285714
8,15,1000,0.445
8,71,3200,0.5125
8,81,370,0.3108108108108108
15,17,605,0.5454545454545454
17,81,315,0.5238095238095238
11,87,995,0.49748743718592964
11,105,1755,0.50997150997151
71,87,1545,0.44660194174757284
71,105,1990,0.5201005025125628
71,106,1890,0.5502645502645502
87,105,440,0.5568181818181818
105,106,870,0.5057471264367817
44,86,1645,0.44072948328267475
44,119,440,0.4318181818181818
44,145,150,0.5333333333333333
86,145,845,0.4911242603550296
104,119,860,0.5174418604651163
104,145,615,0.5447154471544715
119,145,255,0.49019607843137253
10,14,1565,0.46645367412140576
10,79,270,0.46296296296296297
10,87,390,0.46153846153846156
10,94,70,0.5
14,79,690,0.5072463768115942
14,94,1695,0.5457227138643068
79,87,115,0.43478260869565216
79,94,200,0.6
87,94,340,0.4852941176470588
8,27,2350,0.5170212765957447
8,49,570,0.47368421052631576
8,138,310,0.3709677419354839
27,53,1155,0.4588744588744589
27,138,1025,0.5073170731707317
49,53,405,0.5555555555555556
49,138,350,0.38571428571428573
53,138,445,0.3595505617977528
3,35,480,0.4895833333333333
3,102,70,0.5
3,110,105,0.5714285714285714
35,102,780,0.5064102564102564
35,126,770,0.525974025974026
102,110,200,0.525
102,126,280,0.5178571428571429
30,90,780,0.5192307692307693
30,104,3275,0.5679389312977099
30,128,525,0.42857142857142855
54,128,1105,0.45248868778280543
90,104,960,0.5677083333333334
90,128,185,0.5945945945945946
104,128,890,0.4943820224719101
39,40,3085,0.47649918962722854
39,114,1260,0.4642857142857143
40,62,760,0.5
54,114,615,0.5040650406504065
62,114,420,0.4880952380952381
2,14,3540,0.4901129943502825
2,43,585,0.6068376068376068
2,72,665,0.47368421052631576
2,75,1790,0.5977653631284916
14,43,1170,0.48717948717948717
43,72,155,0.3225806451612903
43,75,395,0.4430379746835443
72,75,365,0.3972602739726027
2,19,1005,0.47761194029850745
2,104,565,0.3805309734513274
14,19,1930,0.44041450777202074
19,62,330,0.4393939393939394
19,104,1100,0.509090909090909
62,104,915,0.5409836065573771
31,51,295,0.4576271186440678
31,58,150,0.3333333333333333
31,108,780,0.5064102564102564
42,51,450,0.5444444444444444
